url,description
"https://bimod.io/app/user_settings/settings/","Kullanıcıların uygulama içinde kişisel ayarlarını ve tercihlerini yönetmeleri, otomatik yedeklemeleri açıp kapatmaları ve tehlike bölgesindeki tüm veri modelleri için toplu silmeye izin vermeleri için ayarlar sayfası."
"https://bimod.io/app/dashboard/","Yapay zeka istatistik asistanını kullanarak temel istatistikleri görmek ve içgörüler oluşturmak için uygulamanın ana panosu."
"https://bimod.io/app/organization/create/","Yeni bir kuruluş oluşturun, kuruluşlar uygulamamız içinde gerekli tüm mantığı depolayan ana veri nesneleridir."
"https://bimod.io/app/organization/list/","Tüm kuruluşları listeleyin, yönetin, güncelleyin, silin."
"https://bimod.io/app/llm_core/create/","Yeni bir LLM çekirdek yapılandırması oluşturun, LLM çekirdekleri OpenAI GPT gibi LLM modellerine bağlanmak için gerekli kimlik bilgilerine sahip istemcilerdir."
"https://bimod.io/app/llm_core/list/","Tüm LLM çekirdek yapılandırmalarını listeleyin, yönetin, güncelleyin, silin."
"https://bimod.io/app/llm_transaction/list/","Tüm LLM işlemlerini listeleyin, inceleyin. İşlemler maliyetleri, vergiyi, maliyetin kaynağını ve kullanılan token sayısını içerir."
"https://bimod.io/app/llm_transaction/auto_top_up/create/","LLM işlemleri için otomatik yükleme planı oluşturun, otomatik yükleme planları belirli kurallara bağlı olarak kuruluşlar için otomatik bakiye eklemelerine olanak tanır."
"https://bimod.io/app/llm_transaction/auto_top_up/list/","Tüm otomatik yükleme planlarını listeleyin, yönetin, güncelleyin, silin."
"https://bimod.io/app/llm_transaction/transaction_invoices/list/","Tüm işlem faturalarını listeleyin, faturalar işlemler ve bakiye eklemeleri için oluşturulur ve faturalama amaçları için kullanılır."
"https://bimod.io/app/llm_transaction/top_up/create/","LLM işlemleri için bakiye eklemesi oluşturun, bakiye ekleyin, kredi ekleyin. Bu sayfa kullanıcıların kuruluşlarına bakiye ekleyebilecekleri sayfadır"
"https://bimod.io/app/llm_transaction/top_up/transfer/","Kuruluşlar arasında bakiye transferi. Kullanıcılar bu sayfada kuruluşlar arasında bakiye transferi yapabilir."
"https://bimod.io/app/user_management/add/","Sisteme yeni bir kullanıcı ekleyin. Bu sayfa, belirli bir yönetici altındaki kullanıcıları Bimod.io platformuna davet etmek içindir ve yöneticiler kullanıcıları davet etmek için bu sayfayı kullanabilir."
"https://bimod.io/app/user_management/list/","Sistemdeki tüm kullanıcıları listeleyin, güncelleyin, kuruluşlardan kaldırın, kuruluşlara bağlayın, vb."
"https://bimod.io/app/user_management/update_user_status/","Bir kullanıcının durumunu güncelleyin, etkinleştirin, devre dışı bırakın, askıya alın, vb."
"https://bimod.io/app/user_management/add_user_to_organization/","Bir kullanıcıyı bir kuruluşa ekleyin, bu, bir kullanıcıyı belirli bir kuruluşa veya kuruluşlara eklemek için kullanılır."
"https://bimod.io/app/user_permissions/add/","Belirli bir kullanıcıya yeni kullanıcı izinleri ekleyin. İzinler, kullanıcıların web sitesinde / Bimod.io platformunda belirli eylemleri gerçekleştirmesine olanak tanır."
"https://bimod.io/app/user_permissions/list/","Yönetilen kullanıcılar için tüm kullanıcı izinlerini listeleyin, bu sayfada kullanıcılar bir kuruluş içinde sahip oldukları izinleri görebilir."
"https://bimod.io/app/user_permissions/roles/add/","Yeni kullanıcı rolü izinleri ekleyin ve yeni bir kullanıcı rolü oluşturun."
"https://bimod.io/app/user_permissions/roles/list/","Tüm kullanıcı rollerini ve izinlerini listeleyin, yönetin, güncelleyin ve silin."
"https://bimod.io/app/user_permissions/roles/manage/","Kullanıcı rollerini yönetin, bunları kullanıcılara bağlayın veya rolleri kullanıcılardan ayırın. Kullanıcı rolleri, izinlerin daha kolay yönetilmesini sağlamak için gruplanmış izinlerdir."
"https://bimod.io/app/assistants/create/","Yeni bir asistan oluşturun, asistanlar kuruluşların hedefleri ve kullanım durumları için özelleştirilebilen yapay zeka asistanlarıdır."
"https://bimod.io/app/assistants/list/","Tüm asistanları listeleyin, yönetin, güncelleyin ve silin."
"https://bimod.io/app/multimodal_chat/chat/","Çoklu modlu sohbet arayüzüne erişin, karmaşık BimodLab asistanlarıyla sohbet edin. Bu, kullanıcıların özel işlevler, betikler ve API'ler gibi büyük yeteneklere sahip asistanlarla ve SQL/NoSQL veritabanları, bilgi tabanları, belgeler, kod tabanları, SSH dosya sistemleri, medya depolama alanları, ML modelleri, tarayıcılar vb. gibi veri kaynaklarıyla sohbet edebileceği sayfadır."
"https://bimod.io/app/multimodal_chat/lean_chat/","Lean multimodal sohbet arayüzüne erişin, LeanMod ve yalın asistanlarla sohbet edin. LeanMod asistanlarının işlevleri, API'leri, betikleri veya herhangi bir veri kaynağı yoktur ancak bir sorguyu yanıtlayamadıklarında karmaşık BimodLab asistanlarına danışabilecekleri Uzman Ağlarına erişebilirler ve ayrıca BimodLab ağındaki her asistanı kullanıcının sorgusunu yanıtlamak için iş birliği yapmak üzere birbirine bağlayan Semantor ağına erişebilirler."
"https://bimod.io/app/memories/list/","Tüm anıları, asistanlar için standart belleği listeleyin, yönetin, güncelleyin ve silin."
"https://bimod.io/app/memories/create/","Yeni bir bellek oluşturun, asistanlar için standart bellek oluşturma. Anılar, AI asistanlarının kullanıcı tarafından belirlenen belirli önemli ayrıntıları hatırlamasını ve kullanıcının her seferinde yeni bir sohbette bunları yazmasını önlemesini sağlar."
"https://bimod.io/app/starred_messages/list/","Tüm yıldızlı mesajları listele, yönet ve sil."
"https://bimod.io/app/message_templates/list/","Tüm mesaj şablonlarını listele, yönet, güncelle ve sil."
"https://bimod.io/app/message_templates/create/","Yeni bir mesaj şablonu oluştur, mesaj şablonları kullanıcının kalıp mesajları seçip doğrudan sohbetlerdeki AI asistanlarına göndererek zamandan tasarruf etmesini sağlar."
"https://bimod.io/app/export_assistants/list/","Tüm dışa aktarma asistanlarını listele, yönet, güncelle ve sil."
"https://bimod.io/app/export_assistants/create/","Yeni bir dışa aktarma yardımcısı oluşturun, dışa aktarma yardımcıları kullanıcıların kendi sistemlerine asistanlarını entegre etmeleri için RESTful uç noktalarının dışa aktarılmasına izin verir."
"https://bimod.io/app/export_leanmods/list/","Tüm dışa aktarma leanmod'larını listeleyin, yönetin, güncelleyin ve silin."
"https://bimod.io/app/export_leanmods/create/","Yeni bir dışa aktarma leanmod'u oluşturun, dışa aktarma leanmod'ları kullanıcıların kendi sistemlerine yalın asistanlarını entegre etmeleri için RESTful uç noktalarının dışa aktarılmasına izin verir."
"https://bimod.io/app/export_orchestrations/list/","Tüm dışa aktarma düzenlemelerini listeleyin, yönetin, güncelleyin ve silin."
"https://bimod.io/app/export_orchestrations/create/","Yeni bir dışa aktarma düzenlemesi oluşturun, dışa aktarma düzenlemeleri kullanıcıların düzenlemelerini kendi sistemlerine entegre edebilmeleri için RESTful uç noktalarının dışa aktarılmasına olanak tanır."
"https://bimod.io/app/datasource_sql/create/","Yeni bir SQL veri kaynağı oluşturun, SQL veri kaynakları, yapay zeka yardımcılarının oradaki altyapıyı ve verileri manipüle etmesine olanak tanıyan SQL veritabanları için doğrudan bağlantılardır."
"https://bimod.io/app/datasource_sql/list/","Tüm SQL veri kaynaklarını listeleyin, SQL veri kaynaklarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_sql/create_query/","Yeni bir SQL sorgusu oluşturun, SQL sorguları yapay zeka yardımcıları tarafından kullanılabilen SQL veritabanları için özel sorgulardır, ancak yapay zeka yardımcıları kendi başlarına da sorgu yazabilirler."
"https://bimod.io/app/datasource_sql/list_queries/","Tüm SQL sorgularını listele, özel SQL sorgularını yönet, güncelle ve sil."
"https://bimod.io/app/datasource_nosql/create/","Yeni bir NoSQL veri kaynağı oluştur, NoSQL veri kaynakları, yapay zeka yardımcılarının oradaki altyapıyı ve verileri manipüle etmesine olanak tanıyan NoSQL veritabanları için doğrudan bağlantılardır."
"https://bimod.io/app/datasource_nosql/list/","Tüm NoSQL veri kaynaklarını listele, NoSQL veri kaynaklarını yönet, güncelle ve sil."
"https://bimod.io/app/datasource_nosql/create_query/","Yeni bir NoSQL sorgusu oluştur, NoSQL sorguları, yapay zeka yardımcıları tarafından kullanılabilen NoSQL veritabanları için özel sorgulardır, ancak yapay zeka yardımcıları kendi başlarına da sorgu yazabilirler."
"https://bimod.io/app/datasource_nosql/list_queries/","Tüm NoSQL sorgularını listeleyin, özel NoSQL sorgularını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_knowledge_base/create/","Yeni bir bilgi tabanı veri kaynağı oluşturun, bilgi tabanı veri kaynakları, metin ağırlıklı PDF, DOCX dosyaları gibi belgeler içeren bilgi tabanları için doğrudan bağlantılardır ve arka planda vektör veri tabanları bulunur ve bu da AI asistanlarının oradaki altyapıyı ve verileri düzenlemesine olanak tanır."
"https://bimod.io/app/datasource_knowledge_base/list/","Tüm bilgi tabanı veri kaynaklarını listeleyin, bilgi tabanı veri kaynaklarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_knowledge_base/create_documents/","Bir bilgi tabanı için belgeler oluşturun, belgeler, özellikle daha büyük belgeler için AI asistanlarının daha kolay arama yapabilmesi için bilgi tabanlarına gömülü metin ağırlıklı dosyalardır."
"https://bimod.io/app/datasource_knowledge_base/list_documents/","Bilgi tabanındaki tüm belgeleri listeleyin, belgeleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_codebase/create/","Yeni bir kod tabanı veri kaynağı oluşturun, kod tabanı veri kaynakları, Python, Java, C++ dosyaları gibi metin ağırlıklı kod dosyaları içeren kod tabanları için doğrudan bağlantılardır ve arka planda vektör veri tabanları vardır, bu da AI asistanlarının oradaki altyapıyı ve verileri işlemesine olanak tanır."
"https://bimod.io/app/datasource_codebase/list/","Tüm kod tabanı veri kaynaklarını listeleyin, kod tabanı veri kaynaklarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_codebase/create_repositories/","Bir kod tabanı için depolar oluşturun, depolar GitHub'da sunulan ve Bimod.io'ya bağlanabilen, özellikle daha büyük kod tabanları için AI yardımcıları için daha kolay aramalar için kod tabanlarına yerleştirilen kod depolarıdır."
"https://bimod.io/app/datasource_codebase/list_repositories/","Bir kod tabanındaki tüm depoları listeleyin, depoları yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_file_systems/create/","Yeni bir dosya sistemi veri kaynağı oluşturun, dosya sistemi veri kaynakları önemli bilgiler içeren sunucular için doğrudan SSH bağlantılarıdır ve AI yardımcıları oradaki altyapıyı ve verileri işleyebilir."
"https://bimod.io/app/datasource_file_systems/list/","Tüm dosya sistemi veri kaynaklarını listeleyin, dosya sistemi veri kaynaklarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_media_storages/create/","Yeni bir medya depolama veri kaynağı oluşturun, medya depolama veri kaynakları, bulutta depolanan resim, video, ses dosyaları gibi medya dosyalarını içeren medya depolama birimleri için doğrudan bağlantılardır ve yapay zeka asistanları oradaki verileri işleyebilir."
"https://bimod.io/app/datasource_media_storages/list/","Tüm medya depolama veri kaynaklarını listeleyin, medya depolama veri kaynaklarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_media_storages/create_item/","Yeni bir medya depolama öğesi oluşturun, medya depolama öğeleri medya depolamalarında depolanan medya dosyalarıdır ve AI asistanları oradaki verileri işleyebilir."
"https://bimod.io/app/datasource_media_storages/list_items/","Medya depolamasındaki tüm öğeleri listeleyin, medya dosyalarını ve öğelerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_media_storages/items/list_generated/","Medya depolamasındaki tüm oluşturulan öğeleri listeleyin, AI asistanlarıyla etkileşimlerden AI tarafından oluşturulan dosyaları listeleyin."
"https://bimod.io/app/datasource_ml_models/create/","Yeni bir ML modeli veri kaynağı oluşturun, ML modeli veri kaynakları PyTorch tabanlı model bilgileri içeren ML modelleri için doğrudan bağlantılardır, AI asistanları bu modelleri içgörüler oluşturmak için kullanabilir."
"https://bimod.io/app/datasource_ml_models/list/","Tüm ML model veri kaynaklarını listeleyin, ML model veri kaynaklarını / ML depolama bağlantılarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_ml_models/item/create/","Bir ML modeli için yeni bir öğe oluşturun, ML modelleri, AI asistanlarının içgörüler üretmesine olanak sağlamak için ML depolama alanlarına yüklenebilen öğelerdir."
"https://bimod.io/app/datasource_ml_models/item/list/","Bir ML modeli için tüm öğeleri listeleyin, öğeleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/datasource_ml_models/item/delete/","Bir ML modelinden bir öğeyi sil"
"https://bimod.io/app/datasource_browsers/create/","Yeni bir tarayıcı veri kaynağı oluştur, tarayıcı veri kaynakları, AI asistanlarının çevrimiçi arama yapmasına, oradaki bilgilere erişmesine ve verileri düzenlemesine, temsil etmesine olanak tanıyan Web tarayıcıları için doğrudan bağlantılardır."
"https://bimod.io/app/datasource_browsers/list/","Tüm tarayıcı veri kaynaklarını listele, tarayıcı veri kaynaklarını yönet, güncelle ve sil."
"https://bimod.io/app/mm_functions/create/","Yeni bir çok modlu işlev oluştur, çok modlu işlevler, belirli görevleri gerçekleştirmek için AI asistanlarına entegre edilebilen özel işlevlerdir."
"https://bimod.io/app/mm_functions/list/","Tüm çok modlu işlevleri listele, çok modlu işlevleri yönet, güncelle ve sil."
"https://bimod.io/app/mm_functions/connect/","Çok modlu bir işleve bağlanın, işlevleri AI asistanlarına bağlayın veya mevcut bağlantıları kaldırın."
"https://bimod.io/app/mm_functions/store/","Çok modlu işlevler için İşlev Deposu, kullanıcıların özel işlevleri entegre etmesi için uygulama deposu."
"https://bimod.io/app/mm_apis/create/","Yeni bir çok modlu API oluşturun, çok modlu API'ler belirli görevleri gerçekleştirmek için AI asistanlarına entegre edilebilen özel API'lerdir."
"https://bimod.io/app/mm_apis/list/","Tüm çok modlu API'leri listeleyin, çok modlu API'leri yönetin, güncelleyin ve silin."
"https://bimod.io/app/mm_apis/connect/","Çok modlu bir API'ye bağlanın, API'leri AI asistanlarına bağlayın veya mevcut bağlantıları kaldırın."
"https://bimod.io/app/mm_apis/store/","API'ler için özel API deposu, kullanıcıların özel API'leri entegre edebileceği uygulama deposu."
"https://bimod.io/app/mm_scripts/create/","Yeni bir çok modlu betik oluşturun, çok modlu betikler, belirli görevleri gerçekleştirmek için AI asistanlarına entegre edilebilen özel betiklerdir."
"https://bimod.io/app/mm_scripts/list/","Tüm çok modlu betikleri listeleyin, çok modlu betikleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/mm_scripts/connect/","Çok modlu bir betiğe bağlanın, betikleri AI asistanlarına bağlayın veya mevcut bağlantıları kaldırın."
"https://bimod.io/app/mm_scripts/store/","Betikler için özel betik deposu, kullanıcıların özel betikleri entegre edebileceği uygulama deposu."
"https://bimod.io/app/mm_scheduled_jobs/create/","Yeni bir planlanmış çok modlu iş oluşturun, planlanmış çok modlu işler belirli görevleri gerçekleştirmek için belirli zamanlarda çalışacak şekilde planlanmış işlerdir."
"https://bimod.io/app/mm_scheduled_jobs/list/","Tüm planlanmış çok modlu işleri listele", Planlanmış çok modlu işleri yönet, güncelle ve sil."
"https://bimod.io/app/mm_triggered_jobs/create/","Yeni tetiklenen çok modlu bir iş oluştur, tetiklenen çok modlu işler, belirli görevleri gerçekleştirmek için WebHook'lar tarafından belirli olaylar tarafından tetiklenen işlerdir."
"https://bimod.io/app/mm_triggered_jobs/list/","Tüm tetiklenen çok modlu işleri listele, tetiklenen çok modlu işleri yönet, güncelle ve sil."
"https://bimod.io/app/orchestrations/create/","Yeni bir orkestrasyon oluştur, orkestrasyonlar, karmaşık bir görevi gerçekleştirmek için bir yönetici asistanı tarafından yönetilen birden fazla asistanı temsil eder ve bu görev, birden fazla farklı asistanın veri kaynaklarının ve mesleğinin/uzmanlığının birleştirilmesini gerektirir."
"https://bimod.io/app/orchestrations/list/","Tüm orkestrasyonları listele, yönet, güncelle ve düzenlemeleri sil."
"https://bimod.io/app/finetuning/list/","Tüm ince ayar modellerini listeleyin, ince ayar modellerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/finetuning/add/","Yeni bir ince ayar modeli ekleyin, ince ayar modelleri belirli görevler ve veri kaynakları için ince ayarlanmış modellerdir."
"https://bimod.io/app/data_security/ner/create/","Veri güvenliği için yeni bir NER (Adlandırılmış Varlık Tanıma) modeli oluşturun, bu LLM sağlayıcılarına gönderilmeden önce verileri şifreleyerek veri korumasına izin verir."
"https://bimod.io/app/data_security/ner/list/","Veri güvenliği için tüm NER modellerini listeleyin, NER modellerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/leanmod/create/","Yeni bir LeanMod oluşturun, LeanMod asistanları BimodLab asistanlarına kıyasla hafif asistanlardır ve BimodLab asistanlarının sahip olduğu araçlara ve veri kaynaklarına sahip olmasalar da daha basit görevler için kullanılabilirler ve bir sorguyu yanıtlayamadıklarında Uzman Ağlarına danışabilirler veya diğer asistanlarla işbirliği yapmak için Semantor ağını kullanabilirler."
"https://bimod.io/app/leanmod/list/","Tüm LeanMod'ları listeleyin, LeanMod'ları yönetin, güncelleyin ve silin."
"https://bimod.io/app/leanmod/create_expert_network/","LeanMod'da yeni bir uzman ağı oluşturun, uzman ağları LeanMod asistanlarının bir sorguyu yanıtlayamadıklarında danışabilecekleri uzman ağlarıdır. Bir takıma benzer şekilde birden fazla asistandan oluşurlar."
"https://bimod.io/app/leanmod/list_expert_network/","LeanMod'daki tüm uzman ağlarını listeleyin, uzman ağlarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/data_backups/manage/","Veri yedeklerini yönetin, veri yedekleri oluşturun, güncelleyin, silin. Veri kaybını önlemek için sistemdeki veri modelleri için yedekler oluşturulur."
"https://bimod.io/app/brainstorms/create/","Yeni bir beyin fırtınası oturumu oluşturun, beyin fırtınası oturumları kullanıcıların AI asistanlarıyla fikir, içgörü ve çözümler üretmek için beyin fırtınası yapabilecekleri oturumlardır. Ayrıca fikirleri derinleştirebilir, fikirlere dayalı sentezler üretebilir, fikirleri yer imlerine ekleyebilir ve mevcut fikirlere dayalı yeni fikir seviyeleri oluşturabilirler."
"https://bimod.io/app/brainstorms/list/","Tüm beyin fırtınası oturumlarını listeleyin, beyin fırtınası oturumlarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/video_generations/create/","Yeni bir video oluşturma bağlantısı oluşturun, video oluşturma bağlantıları, yapay zeka asistanlarının video oluşturmasına olanak tanıyan video oluşturma hizmetlerine bağlantılardır."
"https://bimod.io/app/video_generations/list/","Tüm video oluşturma bağlantılarını listeleyin, video oluşturma bağlantılarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/drafting/folders/list/","Tüm taslak klasörlerini listeleyin, taslak klasörlerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/drafting/folders/create/","Yeni bir taslak klasörü oluşturun, taslak klasörleri taslaklar içeren klasörlerdir, taslaklar yapay zeka asistanları ve kullanıcı işbirliği tarafından hazırlanan belgelerdir."
"https://bimod.io/app/drafting/google_apps/connections/list/","Taslak oluşturma için tüm Google Apps bağlantılarını listeleyin, Google Apps bağlantılarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/drafting/google_apps/connections/create/","Taslak oluşturma için yeni bir Google Apps bağlantısı oluşturun, bu AI asistanlarının taslaklar oluşturmak için Google Docs hizmetlerine bağlanmasını sağlar."
"https://bimod.io/app/hadron_prime/hadron_system/list/","Tüm Hadron sistemlerini listeleyin, Hadron sistemlerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/hadron_prime/hadron_system/create/","Yeni bir Hadron sistemi oluşturun, bir hadron sistemi LLM AI asistan entegrasyonlarıyla sibernetik sistemlerin otomatik yönetimine izin veren bir robotik kontrol çerçevesidir."
"https://bimod.io/app/hadron_prime/hadron_topic/create/","Yeni bir Hadron konusu oluşturun, bir hadron konusu Hadron sistemindeki birden fazla düğümün birbirleriyle iletişim kurmasına izin veren bir mesajlaşma aboneliği çerçevesidir."
"https://bimod.io/app/hadron_prime/hadron_node/create/","Yeni bir Hadron düğümü oluşturun, bir hadron düğümü Hadron sisteminde LLM AI asistanlarına bağlı olan ve otomatik kontrol iş akışlarını yöneten bir robotik kontrol işleme birimidir."
"https://bimod.io/app/smart_contracts/wallet_connection/create/","Akıllı sözleşmeler için yeni bir cüzdan bağlantısı oluşturun, cüzdan bağlantıları AI asistanlarının blok zinciri ağlarıyla etkileşime girmesine olanak tanıyan cüzdanlara bağlantılardır."
"https://bimod.io/app/smart_contracts/wallet_connection/list/","Akıllı sözleşmeler için tüm cüzdan bağlantılarını listeleyin, cüzdan bağlantılarını yönetin, güncelleyin ve silin."
"https://bimod.io/app/smart_contracts/contract/create/","Yeni bir akıllı sözleşme oluşturun, akıllı sözleşmeler blok zinciri ağlarında depolanan ve Bimod.io'daki AI asistan desteği tarafından oluşturulabilen sözleşmelerdir."
"https://bimod.io/app/smart_contracts/contract/list/","Tüm akıllı sözleşmeleri listeleyin, akıllı sözleşmeleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/notifications/list/","Tüm bildirimleri listeleyin, okundu olarak işaretleyin, silin. Bildirimler, belirli olaylar, güncellemeler veya görevler hakkında onları bilgilendirmek için bir organizasyon içindeki kullanıcılara gönderilebilir."
"https://bimod.io/app/binexus/process/create/","Zor görevleri birden fazla küçük göreve bölmek ve istemleri optimize etmek ve doğal seçilim, çaprazlama, mutasyon ve seçilim temel kurallarını uygulayarak belirli bir konu için en iyi asistanı oluşturmak için özel gen tanımlarına izin veren genetik/evrimsel bir algoritmik süreç olan yeni bir Binexus süreci oluşturun."
"https://bimod.io/app/binexus/process/list/","Tüm Binexus süreçlerini listeleyin, Binexus süreçlerini yönetin, güncelleyin ve silin."
"https://bimod.io/app/metakanban/board/list/","Metakanban'daki tüm panoları listeleyin, panoları yönetin, güncelleyin ve silin."
"https://bimod.io/app/metakanban/board/create/","Metakanban'da yeni bir pano oluşturun, bu panolar çevrimiçi veya yüz yüze toplantı kayıtlarını izleyerek ve güncellemeleri ekipler ve projeler içinde otomatik olarak entegre ederek AI tarafından yönetilebilen AI destekli kanban panolarıdır."
"https://bimod.io/app/metakanban/column/create/","Metakanban'da yeni bir sütun oluşturun, sütunlar MetaKanban panolarındaki sütunlardır.
"https://bimod.io/app/metakanban/task/detail/","Metakanban'da görev ayrıntılarını görüntüleyin, görevleri yönetin, güncelleyin ve silin ve görevlerin ilerlemesini takip edin."
"https://bimod.io/app/metakanban/agent/communication/","Metakanban'da bir AI asistanıyla iletişim kurun, bu Metakanban'daki görevleri, sütunları ve panoları otomatik olarak güncellemek için kullanılabilir."
"https://bimod.io/app/metatempo/connection/create/","Görevlere ve projelere harcanan zamanı takip etmek ve kullanıcıların etkinlik puanlarını ve üretkenlik puanlarını takip etmek için AI aracılı bir tempo izleme aracı olan Metatempo'da yeni bir bağlantı oluşturun."
"https://bimod.io/app/metatempo/connection/list/","Metatempo'daki tüm bağlantıları listeleyin, bağlantıları yönet, güncelle ve sil."
"https://bimod.io/app/metatempo/agent/communication/","Metatempo'da bir AI asistanıyla iletişim kurun, bu, projeler ve takımlar içindeki tempo ve performansla ilgili konuları otomatik olarak yönetmek ve sorgulamak için kullanılabilir."
"https://bimod.io/app/metatempo/tempo/connection/config/","Bir Metatempo Tempo bağlantısı yapılandır."
"https://bimod.io/app/projects/project/create/","Yeni bir proje oluşturun, projeler kuruluşların sahip olduğu dahili projeler hakkında bilgi depolayan veri nesneleridir."
"https://bimod.io/app/projects/project/list/","Tüm projeleri listeleyin, projeleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/projects/team/create/","Bir proje için yeni bir ekip oluşturun, takımlar projeler içindeki dahili takımlar hakkında bilgi depolayan veri nesneleridir."
"https://bimod.io/app/projects/team/list/","Tüm takımları listeleyin bir proje için, ekipleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/ellma/create/","Yeni bir Ellma modeli oluşturun, Ellma tamamen yapay zeka tabanlı bir programlama dilidir ve temel amacı kısa kod betiklerini diğer popüler programlama dillerine dönüştürmek için daha kolay bir çerçeve sağlamaktır."
"https://bimod.io/app/ellma/manage/","Ellma modellerini yönetin, güncelleyin, silin ve bunları yapay zeka asistanlarına bağlayın."
"https://bimod.io/app/sheetos/folders/list/","Sheetos'taki tüm klasörleri listeleyin, klasörleri yönetin, güncelleyin ve silin."
"https://bimod.io/app/sheetos/folders/create/","Sheetos'ta yeni bir klasör oluşturun, Sheetos, veri girişi ve veri işleme süreçlerini hızlandırmak için AI komutlarının kullanılmasına olanak tanıyan dahili bir AI otomatikleştirilmiş elektronik tablo işbirliği aracıdır."
"https://bimod.io/app/sheetos/google_apps/connections/list/","Sheetos'taki tüm Google Apps bağlantılarını listeleyin, bağlantıları yönetin, güncelleyin ve silin."
"https://bimod.io/app/sheetos/google_apps/connections/create/","Sheetos'ta yeni bir Google Apps bağlantısı oluşturun, bu, AI asistanlarının elektronik tablolar oluşturmak için Google Sheets hizmetlerine bağlanmasını sağlar."
